,HS부호,한글품목명,영문품목명,중량단위코드
7499,7003126000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness,KG
7500,7003127000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness,KG
7501,7003191000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness,KG
7502,7003192000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness,KG
7503,7003193000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness,KG
7504,7003194000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness,KG
7505,7003195000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness,KG
7506,7003196000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness,KG
7507,7003197000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness,KG
7508,7003200000,망입(網入) 시트(sheet) 유리,Wired sheets,KG
7509,7003300000,프로파일(profile),Profiles,KG
7510,7004201000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness,KG
7511,7004202000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness,KG
7512,7004203000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness,KG
7513,7004204000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness,KG
7514,7004205000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness,KG
7515,7004206000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness,KG
7516,7004207000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness,KG
7517,7004901000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness,KG
7518,7004902000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness,KG
7519,7004903000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness,KG
7520,7004904000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness,KG
7521,7004905000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness,KG
7522,7004906000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness,KG
7523,7004907000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness,KG
7524,70051010,반사유리,Reflective glass,
7525,7005101010,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness,KG
7526,7005101020,두께가 4밀리미터 초과 6밀리미터 이하인 것,More than 4 mm but not more than 6 mm in thickness,KG
7527,7005101030,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 mm but not more than 8 mm in thickness,KG
7528,7005101040,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness,KG
7529,70051020,저방사유리,Low-emissivity glass,
7530,7005102010,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness,KG
7531,7005102020,두께가 4밀리미터 초과 6밀리미터 이하인 것,More than 4 mm but not more than 6 mm in thickness,KG
7532,7005102030,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 mm but not more than 8 mm in thickness,KG
7533,7005102040,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness,KG
7534,70051090,기타,Other,
7535,7005109010,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness,KG
7536,7005109020,두께가 4밀리미터 초과 6밀리미터 이하인 것,More than 4 mm but not more than 6 mm in thickness,KG
7537,7005109030,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 mm but not more than 8 mm in thickness,KG
7538,7005109040,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness,KG
7539,7005211000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness,KG
7540,7005212000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness,KG
7541,7005213000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness,KG
7542,7005214000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness,KG
7543,7005215000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness,KG
7544,7005216000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness,KG
7545,70052170,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness,
7546,7005217010,두께가 10밀리미터 이하인 것,Not more than 10 mm in thickness,KG
7547,7005217020,두께가 10밀리미터 초과 12밀리미터 이하인 것,More than 10 mm but not more than 12 mm in thickness,KG
7548,7005217030,두께가 12밀리미터를 초과하는 것,More than 12 mm in thickness,KG
7549,70052910,두께가 2밀리미터 이하인 것,Not more than 2 ㎜ in thickness,
7550,7005291010,플라즈마 디스플레이 패널용,For PDP (plasma display panel),KG
7551,7005291020,반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용,"For blank mask used in the manufacture of semiconductor, or of FPD (flat panel display)",KG
7552,7005291030,유기발광 디스플레이 패널용,For OLED (organic light-emitting display),KG
7553,7005291040,액정 디스플레이용,For LCD (liquid cristal display),KG
7554,700529109,기타,Other,
7555,7005291091,맑은 유리,Clear and transparent glass,KG
7556,7005291092,저철분 유리,Extra clear low-iron glass,KG
7557,7005291099,기타,Other,KG
7558,70052920,두께가 2밀리미터 초과 3밀리미터 이하인 것,More than 2 ㎜ but not more than 3 ㎜ in thickness,
7559,7005292010,플라즈마 디스플레이 패널용,For PDP (plasma display panel),KG
7560,7005292020,반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용,"For blank mask used in the manufacture of semiconductor, or of FPD (flat panel display)",KG
7561,7005292030,유기발광 디스플레이 패널용,For OLED (organic light-emitting display),KG
7562,700529209,기타,Other,
7563,7005292091,맑은 유리,Clear and transparent glass,KG
7564,7005292092,저철분 유리,Extra clear low-iron glass,KG
7565,7005292099,기타,Other,KG
7566,70052930,두께가 3밀리미터 초과 4밀리미터 이하인 것,More than 3 ㎜ but not more than 4 ㎜ in thickness,
7567,7005293010,맑은 유리,Clear and transparent glass,KG
7568,7005293020,저철분 유리,Extra clear low-iron glass,KG
7569,7005293090,기타,Other,KG
7570,70052940,두께가 4밀리미터 초과 5밀리미터 이하인 것,More than 4 ㎜ but not more than 5 ㎜ in thickness,
7571,7005294010,맑은 유리,Clear and transparent glass,KG
7572,7005294020,저철분 유리,Extra clear low-iron glass,KG
7573,7005294090,기타,Other,KG
7574,70052950,두께가 5밀리미터 초과 6밀리미터 이하인 것,More than 5 ㎜ but not more than 6 ㎜ in thickness,
7575,7005295010,맑은 유리,Clear and transparent glass,KG
7576,7005295020,저철분 유리,Extra clear low-iron glass,KG
7577,7005295090,기타,Other,KG
7578,70052960,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 ㎜ but not more than 8 ㎜ in thickness,
7579,7005296010,맑은 유리,Clear and transparent glass,KG
7580,7005296020,저철분 유리,Extra clear low-iron glass,KG
7581,7005296090,기타,Other,KG
7582,70052970,두께가 8밀리미터 초과 10밀리미터 이하인 것,More than 8 mm but not more than 10 mm in thickness,
7583,7005297010,맑은 유리,Clear and transparent glass,KG
7584,7005297020,저철분 유리,Extra clear low-iron glass,KG
7585,7005297090,기타,Other,KG
7586,70052980,두께가 10밀리미터 초과 12밀리미터 이하인 것,More than 10 mm but not more than 12 mm in thickness,
7587,7005298010,맑은 유리,Clear and transparent glass,KG
7588,7005298020,저철분 유리,Extra clear low-iron glass,KG
7589,7005298090,기타,Other,KG
7590,70052990,두께가 12밀리미터를 초과하는 것,More than 12 mm in thickness,
7591,7005299010,맑은 유리,Clear and transparent glass,KG
7592,7005299020,저철분 유리,Extra clear low-iron glass,KG
7593,7005299090,기타,Other,KG
7594,7005300000,망입(網入) 유리,Wired glass,KG
7595,7006001000,플라즈마 디스플레이 패널용,For PDP (plasma display panel),KG
7596,7006002000,반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용,"For blank mask used in the manufacture of semiconductor, or of FPD (flat panel display)",KG
7597,7006003000,유기발광 디스플레이 패널용,For OLED (organic light-emitting display),KG
7598,7006004000,액정 디스플레이용,For LCD (liquid cristal display),KG
7599,7006009000,기타,Other,KG
7600,7007111000,두께가 8밀리미터 이하인 것,Not more than 8 mm in thickness,KG
7601,7007112000,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness,KG
7602,7007191000,두께가 8밀리미터 이하인 것,Not more than 8 mm in thickness,KG
7603,7007192000,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness,KG
7604,7007211000,두께가 12밀리미터 이하인 것(필름 두께를 포함한다),"Not more than 12 mm in total thickness, including film thickness",KG
7605,7007212000,두께가 12밀리미터를 초과하는 것(필름 두께를 포함한다),"More than 12 mm in total thickness, including film thickness",KG
7606,7007291000,두께가 12밀리미터 이하인 것(필름 두께를 포함한다),"Not more than 12 mm in total thickness, including film thickness",KG
7607,7007292000,두께가 12밀리미터를 초과하는 것(필름 두께를 포함한다),"More than 12 mm in total thickness, including film thickness",KG
7608,7008000000,유리로 만든 복층 절연유닛,Multiple-walled insulating units of glass.,KG
7609,7009100000,백미러(차량용으로 한정한다),Rear-view mirrors for vehicles,KG
7610,7009910000,틀이 붙지 않은 것,Unframed,KG
7611,7009920000,틀이 붙은 것,Framed,KG
7612,7010100000,앰플,Ampoules,KG
7613,7010200000,마개ㆍ뚜껑과 그 밖의 마개류,"Stoppers, lids and other closures",KG
7614,7010900000,기타,Other,KG
7615,7011100000,전등용,For electric lighting,KG
7616,7011201000,천연색용,Color,KG
7617,7011209000,기타,Other,KG
7618,7011900000,기타,Other,KG
7619,7013100000,유리 도자제의 것,Of glass-ceramics,KG
7620,7013220000,납 크리스탈로 만든 것,Of lead crystal,KG
7621,7013280000,기타,Other,KG
7622,7013330000,납 크리스탈로 만든 것,Of lead crystal,KG
7623,7013370000,기타,Other,KG
7624,7013410000,납 크리스탈로 만든 것,Of lead crystal,KG
7625,7013420000,선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 백만분의 5 이하인 유리로 만든 것,Of glass having a linear coefficient of expansion not exceeding 5 x 10-6 per Kelvin within a temperature range of 0℃ to 300℃,KG
7626,7013490000,기타,Other,KG
7627,7013910000,납 크리스탈로 만든 것,Of lead crystal,KG
7628,7013990000,기타,Other,KG
7629,7014001000,실드빔 램프(sealed beam lamp)의 것,Of sealed beam lamp,KG
7630,70140090,기타,Other,
7631,7014009010,신호용 유리제품,Signalling glassware,KG
7632,7014009020,유리로 만든 광학소자,Optical elements of glass,KG
7633,7015100000,시력교정용 안경유리,Glasses for corrective spectacles,KG
7634,7015901000,선글라스용,For sun glasses,KG
7635,7015902000,시계용 유리와 이와 유사한 것,Clock or watch glasses and the like,KG
7636,7015909000,기타,Other,KG
7637,7016100000,유리로 만든 입방체와 그 밖의 유리 세공품(뒷면을 보강한지에 상관없으며 모자이크용이나 이와 유사한 장식용으로 한정한다),"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes",KG
7638,7016901000,압축하거나 주형한 유리로 만든 포장(鋪裝)용 블록ㆍ슬래브ㆍ벽돌ㆍ스퀘어(square)ㆍ타일과 그 밖의 제품[망입(網入)한 것인지에 상관없으며 건축용이나 건설용으로 한정한다],"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes",KG
7639,70169090,기타,Other,
7640,7016909010,레드라이트(leaded light),Leaded lights,KG
7641,7016909020,스테인드글라스(stained glass),Stained glass,KG
7642,7016909090,기타,Other,KG
7643,7017100000,석영유리 또는 용융실리카로 만든 것,Of fused quartz or other fused silica,KG
7644,7017200000,선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 백만분의 5 이하인 그 밖의 유리로 만든 것,Of other glass having a linear coefficient of expansion not exceeding 5 x 10-6 per Kelvin within a temperature range of 0℃ to 300℃,KG
7645,7017900000,기타,Other,KG
7646,7018101000,비드(bead),Beads,KG
7647,7018102000,모조 진주,Imitation pearls,KG
7648,7018103000,모조 귀석과 반귀석,Imitation precious and semi-precious stones,KG
7649,7018104000,모조 산호,Imitation coral,KG
7650,7018109000,기타,Other,KG
7651,7018200000,1밀리미터 이하인 유리로 만든 마이크로스피어(microsphere),Glass microspheres not exceeding 1 ㎜ in diameter,KG
7652,7018901000,유리안구(인체용은 제외한다),Glass eyes other than prosthetic articles,KG
7653,7018909000,기타,Other,KG
7654,7019110000,단연사(길이가 50밀리미터 이하인 것으로 한정한다),"Chopped strands, of a length of not more than 50 ㎜",KG
7655,7019120000,로빙(roving),Rovings,KG
7656,7019130000,그 밖의 실[슬리버(sliver)로 한정한다],"Other yarn, slivers",KG
7657,7019140000,기계적으로 접착한 매트,Mechanically bonded mats,KG
7658,7019150000,화학적으로 접착한 매트,Chemically bonded mats,KG
7659,7019190000,기타,Other,KG
7660,7019610000,촘촘하게 직조한 직물[로빙(roving)의 것],Closed woven fabrics of rovings,KG
7661,7019620000,그 밖의 촘촘한 직물[로빙(roving)의 것],Other closed fabrics of rovings,KG
7662,7019631000,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝,KG
7663,7019632000,"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Of a width exceeding 30 ㎝, plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex",KG
7664,7019639000,기타,Other,KG
7665,7019641000,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝,KG
7666,7019642000,"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Of a width exceeding 30 ㎝, plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex",KG
7667,7019649000,기타,Other,KG
7668,7019651000,로빙으로 짠 것,Of rovings,KG
7669,7019659000,기타,Other,KG
7670,7019661000,로빙으로 짠 것,Of rovings,KG
7671,7019662000,"기타(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Other (plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex)",KG
7672,7019669000,기타,Other,KG
7673,7019692000,웹(web)ㆍ매트리스(mattress)ㆍ보드와 이와 유사한 부직포,"Webs, mattresses, boards and similar nonwoven products",KG
7674,70196930,직조한 직물,Woven fabrics,
7675,7019693010,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝,KG
7676,7019693090,기타,Other,KG
7677,7019699000,기타,Other,KG
7678,7019710000,베일(얇은 시트),Veils (thin sheets),KG
7679,7019720000,그 밖의 촘촘한 직물,Other closed fabrics,KG
7680,7019730000,그 밖의 성긴 직물,Other open fabrics,KG
7681,7019801000,글라스 울(glass wool),Glass wool,KG
7682,7019809000,기타,Other,KG
7683,7019900000,기타,Other,KG
7684,70200010,공업용,Industrial,
7685,702000101,석영유리 또는 용융실리카로 만든 것,Of fused quartz or fused silica,
7686,7020001011,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers,KG
7687,7020001012,반도체 웨이퍼(wafer) 제조에 사용되는 노(爐)용 석영 도가니,Quartz crucibles for furnace of production of semiconductor wafers,KG
7688,7020001013,반도체 제조용으로서 석영제품(quartz ware) 제조에 사용되는 것,For the manufacture of quartz wares for semiconductor,KG
7689,7020001019,기타,Other,KG
7690,7020001090,기타,Other,KG
7691,7020009000,기타,Other,KG
7692,7101100000,천연진주,Natural pearls,KG
7693,7101210000,가공하지 않은 것,Unworked,KG
7694,7101220000,가공한 것,Worked,KG
7695,7102100000,선별하지 않은 것,unsorted,KG
7696,7102210000,원석(단순히 톱질한 것이나 쪼갠 것으로 한정한다),"Unworked or simply sawn, cleaved or bruted",KG
7697,7102290000,기타,Other,KG
7698,7102310000,원석(단순히 톱질한 것이나 쪼갠 것으로 한정한다),"Unworked or simply sawn, cleaved or bruted",KG
7699,7102390000,기타,Other,KG
7700,7103100000,"원석, 단순히 톱질한 것이나 거칠게 성형한 것",Unworked or simply sawn or roughly shaped,KG
7701,7103911000,공업용,Industrial,KG
7702,71039190,기타,Other,
7703,7103919010,루비,Rubies,KG
7704,7103919020,사파이어,Sapphires,KG
7705,7103919030,에메랄드,Emeralds,KG
7706,7103991000,공업용,Industrial,KG
7707,71039990,기타,Other,
7708,7103999010,오팔,Opal,KG
7709,7103999020,비취,Jade,KG
7710,7103999030,옥수(玉髓),Chalcedony,KG
7711,7103999040,수정,Rocky crystal,KG
7712,7103999090,기타 ,Other,KG
7713,7104100000,압전기용 석영,piezo-electric quartz,KG
7714,7104210000,다이아몬드,Diamonds,KG
7715,7104290000,기타,Other,KG
7716,7104911000,공업용,Industrial,KG
7717,7104919000,기타,Other,KG
7718,7104991000,인조수정(공업용으로 한정한다),"Artificial crystal, industrial",KG
7719,71049990,기타,Other,
7720,7104999010,공업용,Industrial,KG
7721,7104999090,기타,Other,KG
7722,7105101000,천연의 것,Natural,KG
7723,7105102000,합성한 것,Synthetic,KG
7724,7105901000,석류석의 것,Of garnet,KG
7725,7105909000,기타,Other,KG
7726,7106100000,가루,Powder,KG
7727,7106911000,은의 함유량이 전 중량의 100분의 99.99 이상인 것,Containing by weight 99.99 % or more of silver,KG
7728,7106919000,기타 ,Other,KG
7729,7106921000,"막대(bar, rod)와 형재(形材)","Bars, rods and shapes",KG
7730,7106922000,판ㆍ시트(sheet)ㆍ스트립(strip),"Plates, sheets and strips",KG
7731,7106923000,선,Wire,KG
7732,7106929000,기타,Other,KG
7733,7107001000,"막대(bar, rod)와 형재(形材)","Bars, rods and shapes",KG
7734,7107002000,판ㆍ시트(sheet)ㆍ스트립(strip),"Plates, sheets and strips",KG
7735,7107003000,선,Wire,KG
7736,7107004000,관(管)과 중공(中空)봉,"Tubes, pipes and hollow bars",KG
7737,7107009000,기타,Other,KG
7738,7108110000,가루,Powder,KG
7739,7108121000,럼프(lump)ㆍ빌릿(billet)ㆍ알갱이,"Lumps, billets and grains",KG
7740,7108129000,기타,Other,KG
7741,71081310,선,Wire,
7742,7108131010,반도체 제조용,For use in manufacturing semiconductor,KG
7743,7108131090,기타,Other,KG
7744,71081390,기타,Other,
7745,7108139010,"막대(bar, rod)와 형재(形材)","Bars, rods and shapes",KG
7746,7108139020,판ㆍ시트(sheet)ㆍ스트립(strip),"Plates, sheets and strips",KG
7747,7108139090,기타,Other,KG
7748,7108200000,화폐용,Monetary,KG
7749,7109000000,금을 입힌 비금속(卑金屬)이나 은(반가공한 것보다 더 가공하지 않은 것으로 한정한다),"Base metals or silver, clad with gold, not further worked than semi-manufactured.",KG
7750,7110110000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form,KG
7751,7110190000,기타,Other,KG
7752,7110210000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form,KG
7753,7110290000,기타,Other,KG
7754,7110310000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form,KG
7755,7110390000,기타,Other,KG
7756,7110410000,가공하지 않은 것이나 가루 모양인 것,Unwrought or in powder form,KG
7757,7110490000,기타,Other,KG
7758,7111000000,백금을 입힌 비금속(卑金屬)ㆍ은ㆍ금(반가공한 것보다 더 가공하지 않은 것으로 한정한다),"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured.",KG
7759,7112300000,귀금속이나 귀금속 화합물을 포함하고 있는 회(灰),Ash containing precious metal or precious metal compounds,KG
7760,7112911000,잔재물의 것,Of residues,KG
7761,7112919000,기타,Other,KG
7762,7112921000,잔재물의 것,Of residues,KG
7763,7112929000,기타,Other,KG
7764,7112991000,잔재물의 것,Of residues,KG
7765,7112992000,플라스틱의 웨이스트(waste)ㆍ페어링(paring)ㆍ스크랩(scrap)의 것,"Of waste, paring and scrap of plastics",KG
7766,7112999000,기타,Other,KG
7767,7113110000,은으로 만든 것(그 밖의 귀금속을 도금하거나 입힌 것인지에 상관없다),"Of silver, whether or not plated or clad with other precious metal",KG
7768,7113191000,백금으로 만든 것,Of platinum,KG
7769,7113192000,금으로 만든 것,Of gold,KG
7770,7113199000,기타,Other,KG
7771,7113201000,백금을 입힌 것,Platinum-clad,KG
7772,7113202000,금을 입힌 것,Gold-clad,KG
7773,7113203000,은을 입힌 것,Silver-clad,KG
7774,7113209000,기타,Other,KG
7775,7114110000,은으로 만든 것(그 밖의 귀금속을 도금하거나 입힌 것인지에 상관없다),"Of silver, whether or not plated or clad with other precious metal",KG
7776,7114191000,식탁용,For table,KG
7777,7114199000,기타,Other,KG
7778,7114200000,귀금속을 입힌 비금속(卑金屬)으로 만든 것,Of base metal clad with precious metal,KG
7779,7115100000,촉매제[백금으로 만든 와이어 클로스(wire cloth)나 그릴 모양인 것으로 한정한다],"Catalysts in the form of wire cloth or grill, of platinum",KG
7780,71159010,공업용,Industrial,
7781,7115901010,백금 도가니,Platinum crucible,KG
7782,7115901090,기타,Other,KG
7783,71159090,기타,Other,
7784,7115909010,금으로 만든 것(금을 입힌 금속을 포함한다),"Of gold, including metals clad with gold",KG
7785,7115909020,은으로 만든 것(은을 입힌 금속을 포함한다),"Of silver, including metals clad with silver",KG
7786,7115909090,기타,Other,KG
7787,7116101000,천연진주로 만든 것,Of natural pearls,KG
7788,7116102000,양식진주로 만든 것,Of cultured pearls,KG
7789,7116201000,공업용,Industrial,KG
7790,71162090,기타,Other,
7791,7116209010,신변장식용,For personal adornment,KG
7792,7116209090,기타,Other,KG
7793,7117110000,커프링크(cuff-link)와 장식용 단추,Cuff-links and studs,KG
7794,7117191000,목걸이,Necklace,KG
7795,7117192000,팔찌,Bracelet,KG
7796,7117193000,귀걸이,Earring,KG
7797,7117194000,브로치,Brooch,KG
7798,7117195000,반지,Ring,KG
7799,7117196000,신변장식용 체인,Chains for personal adornment,KG
7800,7117199000,기타,Other,KG
7801,7117900000,기타,Other,KG
7802,7118100000,주화(금화는 제외한다)로서 법정통화가 아닌 것,"Coin (other than gold coin), not being legal tender",KG
7803,7118901000,금화,Gold coin,KG
7804,7118902000,은화,Silver coin,KG
7805,7118909000,기타,Other,KG
7806,7201101000,주물용,For casting,KG
7807,7201102000,제강용,For steel manufacture,KG
7808,7201109000,기타,Other,KG
7809,7201200000,비합금선철(인의 함유량이 전 중량의 100분의 0.5를 초과하는 것으로 한정한다),Non-alloy pig iron containing by weight more than 0.5 % of phosphorus,KG
7810,7201500000,합금선철과 스피그라이즌(spiegeleisen),Alloy pig iron; spiegeleisen,KG
7811,7202110000,탄소의 함유량이 전 중량의 100분의 2를 초과하는 것,Containing by weight more than 2 % of carbon.,KG
7812,7202190000,기타,Other,KG
7813,7202210000,실리콘의 함유량이 100분의 55를 초과하는 것,Containing by weight more than 55 % of silicon,KG
7814,7202291000,마그네슘 함유량이 전 중량의 100분의 2 이상인 것,Containing by weight 2 % or more of magnesium,KG
7815,7202299000,기타,Other,KG
7816,7202300000,페로실리코망간(ferro-silico-manganese),Ferro-silico-manganese,KG
7817,7202410000,탄소의 함유량이 전 중량의 100분의 4를 초과하는 것,Containing by weight more than 4 % of carbon,KG
7818,7202490000,기타,Other,KG
7819,7202500000,페로실리코크로뮴(ferro-silico-chromium),Ferro-silico-chromium,KG
7820,7202600000,페로니켈(ferro-nickel),Ferro-nickel,KG
7821,7202700000,페로몰리브데늄(ferro-molybdenum),Ferro-molybdenum,KG
7822,7202800000,페로텅스텐(ferro-tungsten)과 페로실리코 텅스텐(ferro-silico-tungsten),Ferro-tungsten and ferro-silico-tungsten,KG
7823,7202910000,페로티타늄(ferrotitanium)과 페로실리코티타늄(ferro-silico-titanium),Ferro-titanium and ferro-silico-titanium,KG
7824,7202920000,페로바나듐(ferro-vanadium),Ferro-vanadium,KG
7825,7202930000,페로니오븀(ferro-niobium),Ferro-niobium,KG
7826,7202991000,인철(인의 함유량이 전 중량의 100분의 15 이상인 것으로 한정한다),"Ferro-phosphorus (iron phosphide),containing by weight 15 % or more of phosphorus",KG
7827,7202999000,기타,Other,KG
7828,7203100000,철광석을 직접 환원하여 제조한 철제품,Ferrous products obtained by direct reduction of iron ore,KG
7829,7203900000,기타,Other,KG
7830,7204100000,주철의 웨이스트(waste)와 스크랩(scrap),Waste and scrap of cast iron,KG
7831,7204210000,스테인리스강의 것,Of stainless steel,KG
7832,7204290000,기타,Other,KG
7833,7204300000,주석을 도금한 철강의 웨이스트(waste)와 스크랩(scrap),Waste and scrap of tinned iron or steel,KG
7834,7204410000,선삭(旋削)ㆍ세이빙(shaving)ㆍ칩ㆍ밀링 웨이스트(milling waste)ㆍ톱밥ㆍ파일링(filing)ㆍ트리밍(trimming)ㆍ스탬핑(stamping)(번들 모양인지에 상관없다),"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings whether or not in bundles",KG
7835,7204490000,기타,Other,KG
7836,7204500000,재용해용 스크랩 잉곳(scrap ingot),Remelting scrap ingots,KG
7837,7205101000,숏(shot),Shot,KG
7838,7205102000,그릿(grit),Grit,KG
7839,7205109000,기타,Other,KG
7840,7205210000,합금강의 것,Of alloy steel,KG
7841,7205290000,기타,Other,KG
7842,7206100000,잉곳(ingot),Ingots,KG
7843,7206900000,기타,Other,KG
7844,7207111000,블룸(bloom),Blooms,KG
7845,7207112000,빌릿(billet),Billets,KG
7846,7207121000,슬래브,Slabs,KG
7847,7207122000,시트바(sheet bar),Sheet bars,KG
7848,7207190000,기타,Other,KG
7849,7207201000,블룸(bloom),Blooms,KG
7850,7207202000,빌릿(billet),Billets,KG
7851,7207203000,슬래브,Slabs,KG
7852,7207209000,기타,Other,KG
7853,7208101000,두께가 4.75밀리미터 이상인 것,Of a thickness of 4.75 ㎜ or more,KG
7854,7208109000,두께가 4.75밀리미터 미만인 것,Of a thickness of less than 4.75 ㎜,KG
7855,7208251000,인장강도가 490메가파스칼 이상인 것,Of a tensile strength of 490MPa or more,KG
7856,7208259000,기타,Other,KG
7857,7208261000,인장강도가 490메가파스칼 이상인 것,Of a tensile strength of 490MPa or more,KG
7858,7208269000,기타,Other,KG
7859,7208271000,인장강도가 490메가파스칼 이상인 것,Of a tensile strength of 490MPa or more,KG
7860,7208279000,기타,Other,KG
7861,7208361000,인장강도가 490메가파스칼 이상인 것,Of a tensile strength of 490MPa or more,KG
7862,7208369000,기타,Other,KG
7863,7208371000,인장강도가 490메가파스칼 이상인 것,Of a tensile strength of 490MPa or more,KG
7864,7208379000,기타,Other,KG
7865,7208381000,인장강도가 490메가파스칼 이상인 것,Of a tensile strength of 490MPa or more,KG
7866,7208389000,기타,Other,KG
7867,7208391000,인장강도가 490메가파스칼 이상인 것,Of a tensile strength of 490MPa or more,KG
7868,7208399000,기타,Other,KG
