번호,한글명,영문명
5511,"인조스테이플섬유사(재봉사는 제외하며, 소매용으로 한정한다)","Yarn (other than sewing thread) of man-made staple fibres, put up for retail sale."
5512,합성스테이플섬유의 직물(합성스테이플섬유의 함유량이 전 중량의 100분의 85 이상인 것으로 한정한다),"Woven fabrics of synthetic staple fibres, containing 85 % or more by weight of synthetic staple fibres."
5513,주로 면과 혼방한 합성스테이플섬유의 직물(합성스테이플섬유의 함유량이 전 중량의 100분의 85 미만인 것으로서 1제곱미터당 중량이 170그램 이하인 것으로 한정한다),"Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170 g/㎡."
5514,주로 면과 혼방한 합성스테이플섬유의 직물(합성스테이플섬유의 함유량이 전 중량의 100분의 85 미만인 것으로서 1제곱미터당 중량이 170그램을 초과하는 것으로 한정한다),"Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170 g/㎡."
5515,합성스테이플섬유의 그 밖의 직물,Other woven fabrics of synthetic staple fibres.
5516,재생ㆍ반(半)합성 스테이플섬유의 직물,Woven fabrics of artificial staple fibres.
5601,"방직용 섬유의 워딩(wadding)과 그 제품, 방직용 섬유로서 길이가 5밀리미터 이하인 것(플록), 방직용 섬유의 더스트(dust)와 밀네프(mill nep)","Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 ㎜ in length (flock), textile dust and mill neps."
5602,펠트(felt)(침투ㆍ도포ㆍ피복ㆍ적층한 것인지에 상관없다),"Felt, whether or not impregnated, coated, covered or laminated."
5603,부직포(침투ㆍ도포ㆍ피복ㆍ적층한 것인지에 상관없다),"Nonwovens, whether or not impregnated, coated, covered or laminated."
5604,"고무실과 고무끈(방직용 섬유로 피복한 것으로 한정한다), 방직용 섬유사ㆍ제5404호나 제5405호의 스트립(strip)과 이와 유사한 물품[고무나 플라스틱을 침투ㆍ도포ㆍ피복하거나 시드한(sheathed) 것으로 한정한다]","Rubber thread and cord, textile covered; textile yarn, and strip and the like of heading 54.04 or 54.05, impregnated, coated, covered or sheathed with rubber or plastics."
5605,"금속드리사(metallised yarn)[짐프한(gimped) 것인지에 상관없으며 방직용 섬유사, 제5404호나 제5405호의 스트립(strip)이나 이와 유사한 것으로서 실ㆍ스트립(strip)ㆍ가루 모양의 금속과 결합한 것이나 금속을 피복한 것으로 한정한다]","Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or 54.05, combined with metal in the form of thread, strip or powder or covered with metal."
5606,"짐프사(gimped yarn)와 제5404호나 제5405호에 열거한 스트립(strip)과 그 밖에 이와 유사한 것[짐프한(gimped) 것으로 한정하며 제5605호의 것과 짐프한(gimped) 말의 털로 만든 실은 제외한다], 셔닐사(chenille yarn)[플록(flock) 모양의 셔닐사(chenille yarn)를 포함한다], 루프웨일사(loop wale-yarn)","Gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped (other than those of heading 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn."
5607,"끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블[엮거나 짠 것인지, 고무나 플라스틱을 침투ㆍ도포ㆍ피복ㆍ시드한(sheathed) 것인지에 상관없다]","Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics."
5608,"매듭이 있는 그물감[끈ㆍ배의 밧줄(cordage)ㆍ로프로 만든 것으로 한정한다], 방직용 섬유제품으로 만든 어망, 그 밖의 제품으로 만든 그물","Knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials."
5609,실ㆍ제5404호나 제5405호의 스트립(strip)이나 이와 유사한 것ㆍ끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블의 제품(따로 분류되지 않은 것으로 한정한다),"Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included."
5701,"양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개(매듭이 있는 것으로 한정하며, 제품으로 된 것인지에 상관없다)","Carpets and other textile floor coverings, knotted, whether or not made up."
5702,"양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개[직조한 것으로 한정하고, 터프트(tuft)하거나 플록(flock)한 것은 제외하고, 제품으로 된 것인지에 상관없으며 켈렘(kelem)ㆍ슈맥(schumack)ㆍ카라마니(karamanie)와 이와 유사한 손으로 짠 러그(rug)를 포함한다]","Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including “Kelem”, “Schumacks”, “Karamanie” and similar hand-woven rugs."
5703,"양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개(인조잔디(turf)를 포함한다)[터프트(tuft)한 것으로 한정하며, 제품으로 된 것인지에 상관없다]","Carpets and other textile floor coverings (including turf), tufted, whether or not made up."
5704,"양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개[펠트(felt)로 만든 것으로 한정하고, 터프트(tuft)하거나 플록(flock)한 것은 제외하며 제품으로 된 것인지에 상관없다]","Carpets and other textile floor coverings, of felt, not tufted or flocked, whether or not made up."
5705,그 밖의 양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개(제품으로 된 것인지에 상관없다),"Other carpets and other textile floor coverings, whether or not made up."
5801,파일(pile)직물ㆍ셔닐(chenille)직물(제5802호나 제5806호에 해당하는 직물은 제외한다),"Woven pile fabrics and chenille fabrics, other than fabrics of heading 58.02 or 58.06."
5802,"테리타월지(terry towelling fabric)와 이와 유사한 테리(terry)직물[제5806호에 해당하는 세폭(細幅)직물은 제외한다], 터프트(tuft)한 직물(제5703호에 해당하는 물품은 제외한다)","Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03."
5803,거즈[제5806호에 해당하는 세폭(細幅)직물은 제외한다],"Gauze, other than narrow fabrics of heading 58.06."
5804,"튈(tulle)과 그 밖의 망직물(제직한 것ㆍ메리야스 편물이나 뜨개질 편물은 제외한다), 레이스[원단 상태ㆍ스트립(strip)이나 모티프(motif)로 된 것으로 한정하며, 제6002호부터 제6006호까지의 편물은 제외한다]","Tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 60.02 to 60.06."
5805,"고블랭(gobelin)직ㆍ플랜더스(flanders)직ㆍ오뷔송(aubusson)직ㆍ보베(beauvais)직과 이와 유사한 손으로 짠 태피스트리(tapestry), 자수의 태피스트리(tapestry)[예: 프티포인트(petit point)ㆍ십자수](제품으로 된 것인지에 상관없다)","Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up."
5806,세폭(細幅)직물(제5807호에 해당하는 것은 제외한다)과 접착제로 접착한 경사(經絲)만으로 이루어진 세폭(細幅)직물(볼덕),"Narrow woven fabrics, other than goods of heading 58.07; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)."
5807,"방직용 섬유재료로 만든 레이블(label), 배지(badge)와 이와 유사한 물품[원단 상태인 것ㆍ스트립(strip) 모양인 것ㆍ특정한 모양이나 크기로 절단한 것으로 한정하며, 자수한 것은 제외한다]","Labels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered."
5808,"원단 상태인 브레이드(braid)와 원단 상태인 장식용 트리밍(trimming)(자수가 없는 것으로 한정하며, 메리야스 편물이나 뜨개질 편물은 제외한다), 술ㆍ폼퐁(pompon)과 이와 유사한 물품","Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles."
5809,"금속사의 직물과 제5605호에 해당하는 금속드리사(metallised yarn)의 직물(의류ㆍ실내용품이나 이와 유사한 물품에 사용되는 것으로 한정하며, 따로 분류되는 것은 제외한다)","Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included."
5810,자수천[원단 상태인 것ㆍ스트립(strip) 모양인 것ㆍ모티프(motif)로 된 것으로 한정한다],"Embroidery in the piece, in strips or in motifs."
5811,"원단 상태인 방직용 누비제품(바느질이나 그 밖의 방법으로 패딩과 조합한 한 층 이상의 방직용 섬유로 만든 것으로 한정하며, 제5810호의 자수천은 제외한다)","Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10."
5901,"서적 장정용이나 이와 유사한 용도로 사용하는 방직용 섬유의 직물류로서 검(gum)이나 전분질의 물품을 도포한 것, 투사포(tracing cloth), 회화용 캔버스, 모자 제조에 사용되는 버크럼(buckram)과 이와 유사한 경화가공된 방직용 섬유의 직물","Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like; tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations."
5902,강력사의 타이어코드(tyre cord)직물[나일론이나 그 밖의 폴리아미드ㆍ폴리에스테르ㆍ비스코스레이온(viscose rayon)의 것으로 한정한다],"Tyre cord fabric of high tenacity yarn of nylon or other polyamides, polyesters or viscose rayon."
5903,플라스틱을 침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물류(제5902호에 해당하는 직물류는 제외한다),"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02."
5904,리놀륨과 방직용 섬유직물의 뒷면을 도포하거나 피복한 것으로 만든 바닥깔개(특정한 모양으로 절단한 것인지에 상관없다),"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape."
5905,방직용 섬유로 만든 벽 피복재,Textile wall coverings.
5906,고무가공을 한 방직용 섬유의 직물류(제5902호에 해당하는 직물류는 제외한다),"Rubberised textile fabrics, other than those of heading 59.02."
5907,"그 밖의 방법으로 침투ㆍ도포하거나 피복한 방직용 섬유의 직물류, 극장용 배경이나 스튜디오용 배경막이나 이와 유사하게 사용되는 그림이 그려진 캔버스","Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like."
5908,"램프용ㆍ스토브용ㆍ라이터용ㆍ양초용이나 이와 유사한 용도로 사용하는 방직용 섬유의 심지(직조ㆍ편조ㆍ편직한 것으로 한정한다), 백열가스 맨틀(mantle)과 백열가스 맨틀(mantle)용 관 모양의 편물(침투시켰는지에 상관없다)","Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated."
5909,방직용 섬유로 만든 호스와 이와 유사한 관 모양의 물품(다른 재료를 내장ㆍ보강한 것인지 또는 부속품이 있는지에 상관없다),"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials."
5910,"전동(transmission)용ㆍ컨베이어용 벨트와 벨팅(belting)(방직용 섬유로 만든 것으로 한정하며, 플라스틱을 침투ㆍ도포ㆍ피복ㆍ적층한 것인지 또는 금속이나 그 밖의 물품으로 보강한 것인지에 상관없다)","Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material."
5911,방직용 섬유제품과 방직용 섬유로 만든 물품(이 류의 주 제8호에 열거된 물품으로 공업용으로 사용되는 것),"Textile products and articles, for technical uses, specified in Note 8 of this Chapter."
6001,"파일(pile) 편물[롱파일(long pile) 편물과 테리(terry) 편물을 포함하며, 메리야스 편물이나 뜨개질 편물로 한정한다]","Pile fabrics, including “long pile” fabrics and terry fabrics, knitted or crocheted."
6002,메리야스 편물이나 뜨개질 편물(폭이 30센티미터 이하이며 탄성사나 고무실의 함유중량이 전 중량의 100분의 5 이상인 것으로서 제6001호의 것은 제외한다),"Knitted or crocheted fabrics of a width not exceeding 30 ㎝, containing by weight 5 % or more of elastomeric yarn or rubber thread, other than those of heading 60.01. "
6003,메리야스 편물이나 뜨개질 편물(폭이 30센티미터 이하인 것으로서 제6001호나 제6002호의 것은 제외한다),"Knitted or crocheted fabrics of a width not exceeding 30 ㎝, other than those of heading 60.01 or 60.02."
6004,메리야스 편물이나 뜨개질 편물(폭이 30센티미터를 초과하며 탄성사나 고무실의 함유중량이 전 중량의 100분의 5 이상인 것으로서 제6001호의 것은 제외한다),"Knitted or crocheted fabrics of a width exceeding 30 ㎝, containing by weight 5 % or more of elastomeric yarn or rubber thread, other than those of heading 60.01. "
6005,"경(經)편직 편물류[거룬(galloon) 편직기로 제조한 것을 포함하며, 제6001호부터 제6004호까지의 것은 제외한다]","Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04. "
6006,그 밖의 메리야스 편물이나 뜨개질 편물,Other Knitted or crocheted fabrics.
6101,"남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(메리야스 편물과 뜨개질 편물로 한정하며, 제6103호의 것은 제외한다)","Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03."
6102,"여성용이나 소녀용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(메리야스 편물과 뜨개질 편물로 한정하며, 제6104호의 것은 제외한다)","Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.04."
6103,"남성용이나 소년용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)","Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted."
6104,"여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(메리야스 편물이나 뜨개질 편물로 한정하며, 수영복은 제외한다)","Women's or girls' suits, ensembles, jackets, blazers dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted."
6105,남성용이나 소년용 셔츠(메리야스 편물이나 뜨개질 편물로 한정한다),"Men's or boys' shirts, knitted or crocheted."
6106,여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스 편물이나 뜨개질 편물로 한정한다),"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted."
6107,남성용이나 소년용 언더팬츠ㆍ브리프(briefs)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품(메리야스 편물이나 뜨개질 편물로 한정한다),"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted."
6108,여성용이나 소녀용 슬립ㆍ페티코트(petticoat)ㆍ브리프(briefs)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted."
6109,티셔츠ㆍ싱글리트(singlet)와 그 밖의 조끼(메리야스 편물이나 뜨개질 편물로 한정한다),"T-shirts, singlets and other vests, knitted or crocheted."
6110,저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와 이와 유사한 의류(메리야스 편물이나 뜨개질 편물로 한정한다),"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted."
6111,유아용 의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다),"Babies' garments and clothing accessories, knitted or crocheted."
6112,트랙슈트ㆍ스키슈트ㆍ수영복(메리야스 편물이나 뜨개질 편물로 한정한다),"Track suits, ski suits and swimwear, knitted or crocheted."
6113,의류(제5903호ㆍ제5906호ㆍ제5907호에 해당하는 메리야스 편물이나 뜨개질 편물로 한정한다),"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07."
6114,그 밖의 의류(메리야스 편물이나 뜨개질 편물로 한정한다),"Other garments, knitted or crocheted."
6115,"팬티호스(panty hose)ㆍ타이츠(tights)ㆍ스타킹과 그 밖의 양말류[단계압박 양말류(예: 정맥류 치료용 스타킹)와 바닥을 대지 않은 신발류를 포함하며, 메리야스 편물이나 뜨개질 편물로 한정한다]","Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted."
6116,장갑류(메리야스 편물이나 뜨개질 편물로 한정한다),"Gloves, mittens and mitts, knitted or crocheted."
6117,그 밖의 메리야스 편물이나 뜨개질 편물로 만든 의류부속품과 의류ㆍ의류부속품의 부분품,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories."
6201,남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(제6203호의 것은 제외한다),"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03."
6202,여성용이나 소녀용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(제6204호의 것은 제외한다),"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04."
6203,남성용이나 소년용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(수영복은 제외한다),"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)."
6204,여성용이나 소녀용 슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴 바지ㆍ가슴받이와 멜빵이 있는 바지ㆍ짧은 바지(breeches)ㆍ반바지(shorts)(수영복은 제외한다),"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear)."
6205,남성용이나 소년용 셔츠,Men's or boys' shirts.
6206,여성용이나 소녀용 블라우스ㆍ셔츠ㆍ셔츠블라우스,"Women's or girls' blouses, shirts and shirt-blouses."
6207,남성용이나 소년용 싱글리트(singlet)와 그 밖의 조끼ㆍ언더팬츠ㆍ브리프(briefs)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 물품,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles."
6208,여성용이나 소녀용 싱글리트(singlet)와 그 밖의 조끼ㆍ슬립ㆍ페티코트(petticoat)ㆍ브리프(briefs)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용 가운ㆍ드레싱가운과 이와 유사한 의류,"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negliges, bathrobes, dressing gowns and similar articles."
6209,유아용 의류와 그 부속품,Babies' garments and clothing accessories.
6210,의류(제5602호ㆍ제5603호ㆍ제5903호ㆍ제5906호ㆍ제5907호의 직물류의 제품으로 한정한다),"Garments, made up of fabrics of heading 56.02, 56.03, 59.03, 59.06 or 59.07."
6211,트랙슈트ㆍ스키슈트ㆍ수영복과 그 밖의 의류,"Track suits, ski suits and swimwear; other garments."
6212,"브래지어ㆍ거들ㆍ코르셋(corset)ㆍ브레이스(braces)ㆍ서스펜더(suspender)ㆍ가터(garter)와 이와 유사한 제품, 이들의 부분품(메리야스 편물이나 뜨개질 편물로 만든 것인지에 상관없다)","Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted."
6213,손수건,Handkerchiefs.
6214,숄(shawl)ㆍ스카프ㆍ머플러ㆍ만틸라(mantilla)ㆍ베일(veil)과 이와 유사한 물품,"Shawls, scarves, mufflers, mantillas, veils and the like."
6215,넥타이류,"Ties, bow ties and cravats."
6216,장갑류,"Gloves, mittens and mitts."
6217,"그 밖의 제품으로 된 의류부속품, 의류ㆍ의류부속품의 부분품(제6212호에 해당하는 것은 제외한다)","Other made up clothing accessories; parts of garments or of clothing accessories, other than those of heading 62.12."
6301,모포류와 여행용 러그(rug),Blankets and travelling rugs.
6302,베드린넨(bed linen)ㆍ테이블린넨(table linen)ㆍ토일렛린넨(toilet linen)ㆍ주방린넨(kitchen linen),"Bed linen, table linen, toilet linen and kitchen linen."
6303,"커튼[드레이프(drape)를 포함한다]ㆍ실내용 블라인드(blind), 커튼이나 침대용 밸런스(valance)",Curtains (including drapes) and interior blinds; curtain or bed valance.
6304,그 밖의 실내용품(제9404호의 물품은 제외한다),"Other furnishing articles, excluding those of heading 94.04."
6305,포장용 빈 포대,"Sacks and bags, of a kind used for the packing of goods."
6306,"방수포(tarpaulin)ㆍ천막ㆍ차양, 텐트(임시 캐노피와 이와 유사한 물품을 포함한다), 돛[보트용ㆍ세일보드(sailboard)용ㆍ랜드크래프트(landcraft)용], 캠프용품","Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods."
6307,그 밖의 제품[드레스패턴(dress pattern)을 포함한다],"Other made up articles, including dress patterns."
6308,"러그(rug)용ㆍ태피스트리(tapestry)용ㆍ자수한 테이블보용ㆍ서비에트(serviette)용 직물이나 실로 구성된 세트(부속품이 있는지에 상관없다), 이와 유사한 방직용 섬유제품을 제조하기 위한 것으로서 소매용으로 포장한 것","Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale."
6309,사용하던 의류와 그 밖의 사용하던 물품,Worn clothing and other worn articles.
6310,"넝마(사용하던 것이나 신품으로 한정한다), 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블의 스크랩(scrap), 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블 제품의 폐품(방직용 섬유로 만든 것으로 한정한다)","Used or new rags, scrap twine cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials."
6401,"방수 신발류[바깥 바닥과 갑피(甲皮)를 고무나 플라스틱으로 만든 것으로 한정하며, 갑피(甲皮)를 바닥에 스티칭(stitching)ㆍ리베팅(riveting)ㆍ네일링(nailing)ㆍ스크루잉(screwing)ㆍ플러깅(plugging)이나 이와 유사한 방법으로 부착하거나 조립한 것은 제외한다]","Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes."
6402,그 밖의 신발류[바깥 바닥과 갑피(甲皮)를 고무나 플라스틱으로 만든 것으로 한정한다],Other footwear with outer soles and uppers of rubber or plastics.
6403,"신발류[바깥 바닥을 고무ㆍ플라스틱ㆍ가죽ㆍ콤퍼지션 레더(composition leather)로 만들고, 갑피(甲皮)를 가죽으로 만든 것으로 한정한다]","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather."
6404,"신발류[바깥 바닥을 고무ㆍ플라스틱ㆍ가죽ㆍ콤퍼지션 레더(composition leather)로 만들고, 갑피(甲皮)를 방직용 섬유재료로 만든 것으로 한정한다]","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials."
6405,그 밖의 신발류,Other footwear.
6406,"신발류 부분품[갑피(甲皮)(바깥 바닥을 제외한 바닥에 부착한 것인지에 상관없다)를 포함한다], 갈아 끼울 수 있는 안창과 힐쿠션(heel cushion)이나 이와 유사한 물품, 각반ㆍ레깅스나 이와 유사한 물품과 이들의 부분품","Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof."
6501,"모체(hat-form)[펠트(felt)로 만든 성형하지 않은 것으로서 차양을 붙이지 않은 것으로 한정한다], 펠트(felt)로 만든 플래토우(plateaux)와 망숑(manchon)[슬릿망숑(slit manchon)을 포함한다]","Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt."
6502,"모체(hat-shape)[각종 재료로 만든 스트립(strip)을 엮거나 결합하여 만든 것으로서 미성형인 것, 차양을 붙이지 않은 것, 안을 대지 않거나 장식하지 않은 것으로 한정한다]","Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed."
6504,"모자[각종 재료로 만든 스트립(strip)을 엮거나 결합하여 만든 것으로 한정하며, 안을 댄 것인지 또는 장식한 것인지에 상관없다]","Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed."
6505,"모자[메리야스 편물이나 뜨개질 편물의 것과 원단 상태(스트립 모양은 제외한다)인 레이스ㆍ펠트(felt)나 그 밖의 방직용 섬유의 직물류로 만든 것으로 한정하며, 안을 댄 것인지 또는 장식한 것인지에 상관없다], 각종 재료로 만든 헤어네트(hair-net)(안을 대거나 장식한 것인지에 상관없다)","Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece(but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed."
6506,그 밖의 모자(안을 댄 것인지 또는 장식한 것인지에 상관없다),"Other headgear, whether or not lined or trimmed."
6507,헤드밴드ㆍ내장재ㆍ커버ㆍ모자의 파운데이션(foundation)ㆍ모자의 프레임(frame)ㆍ챙ㆍ턱끈,"Head-bands, lining, covers, hat foundations, hat frames, peaks and chinstraps, for headgear."
6601,산류(傘類)[지팡이 겸용 우산ㆍ정원용 산류(傘類)와 이와 유사한 산류(傘類)를 포함한다],"Umbrellas and sun umbrellas (including walking-stick umbrellas, garden umbrellas and similar umbrellas)."
6602,지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이와 유사한 물품,"Walking-sticks, seat-sticks, whips, riding-crops and the like."
6603,제6601호나 제6602호의 물품의 부분품ㆍ트리밍(trimming)ㆍ부속품,"Parts, trimmings and accessories of articles of heading 66.01 or 66.02."
6701,새의 깃털이나 솜털이 붙은 가죽과 그 밖의 부분ㆍ깃털과 그 부분ㆍ솜털과 이들의 제품[제0505호의 물품과 가공한 깃대(scape)ㆍ깃촉(quill)은 제외한다],"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes)."
6702,"인조 꽃ㆍ잎ㆍ과실과 이들의 부분품, 인조 꽃ㆍ잎ㆍ과실로 만든 제품","Artificial flowers, foliage and fruit and parts-thereof; articles made of artificial flowers, foliage or fruit."
